Transaction ID,Transaction Date,Account Name,Transaction Description,Transaction Line Description,Amount (One column), ,Debit Amount (Two Column Approach),Credit Amount (Two Column Approach),Other Accounts for this Transaction,Customer,Vendor,Invoice Number,Bill Number,Notes / Memo,Amount Before Sales Tax,Sales Tax Amount,Sales Tax Name,Transaction Date Added,Transaction Date Last Modified,Account Group,Account Type,Account ID
2065297775372892586,2024-08-08,Meals and Entertainment,Ianne's Pizzaria - Pueblo,,123.63,,123.63,,Cash on Hand,,,,,Pizza for lunch for boot camp for Spanish Speakers,123.63,,,2024-08-08,2024-08-08,Expense,Operating Expense,
2066023930442906063,2024-08-09,Cash on Hand,Amazon - Crimper and other items,,-41.56,,,41.56,Tools for classes,,,,,,-41.56,,,2024-08-09,2024-08-09,Asset,Cash and Bank,
2066023930442906063,2024-08-09,Tools for classes,Amazon - Crimper and other items,,41.56,,41.56,,Cash on Hand,,,,,,41.56,,,2024-08-09,2024-08-09,Expense,Operating Expense,
2066766291305331427,2024-08-10,Cash on Hand,Sonic Drive Through,,-51.97,,,51.97,Meals and Entertainment,,,,,Ice Cream Sundae's for graduates of the week long Pueblo Spanish Speakers Boot Camp,-51.97,,,2024-08-10,2024-08-10,Asset,Cash and Bank,
2066766291305331427,2024-08-10,Meals and Entertainment,Sonic Drive Through,,51.97,,51.97,,Cash on Hand,,,,,Ice Cream Sundae's for graduates of the week long Pueblo Spanish Speakers Boot Camp,51.97,,,2024-08-10,2024-08-10,Expense,Operating Expense,
2067556029817780802,2024-08-11,Cash on Hand,Pizza at Valley Market,,-29.66,,,29.66,Meals and Entertainment,,,,,Frozen pizza and snacks for classes,-29.66,,,2024-08-11,2024-08-11,Asset,Cash and Bank,
2067556029817780802,2024-08-11,Meals and Entertainment,Pizza at Valley Market,,29.66,,29.66,,Cash on Hand,,,,,Frozen pizza and snacks for classes,29.66,,,2024-08-11,2024-08-11,Expense,Operating Expense,
2068925691147156278,2024-08-13,Cash on Hand,Alta Convenience Store,,-25.03,,,25.03,Vehicle – Fuel,,,,,,-25.03,,,2024-08-13,2024-08-13,Asset,Cash and Bank,
2068925691147156278,2024-08-13,Vehicle – Fuel,Alta Convenience Store,,25.03,,25.03,,Cash on Hand,,,,,,25.03,,,2024-08-13,2024-08-13,Expense,Operating Expense,
2068926480280287239,2024-08-13,Cash on Hand,Gas for vehicle - Loaf N Jug Walsenburg,,-79.95,,,79.95,Vehicle – Fuel,,,,,,-79.95,,,2024-08-13,2024-08-13,Asset,Cash and Bank,
2068926480280287239,2024-08-13,Vehicle – Fuel,Gas for vehicle - Loaf N Jug Walsenburg,,79.95,,79.95,,Cash on Hand,,,,,,79.95,,,2024-08-13,2024-08-13,Expense,Operating Expense,
2069656042123393383,2024-08-13,Cash on Hand,Sam's Club Snacks,,-30.94,,,30.94,Meals and Entertainment,,,,,"Cookies, chips, for first day of classes and introduction day",-30.94,,,2024-08-14,2024-08-14,Asset,Cash and Bank,
2069656042123393383,2024-08-13,Meals and Entertainment,Sam's Club Snacks,,30.94,,30.94,,Cash on Hand,,,,,"Cookies, chips, for first day of classes and introduction day",30.94,,,2024-08-14,2024-08-14,Expense,Operating Expense,
2069656462770141569,2024-08-13,Cash on Hand,Uber Eats,,-18.97,,,18.97,Meals and Entertainment,,,,,Lunch for Pueblo Class,-18.97,,,2024-08-14,2024-08-14,Asset,Cash and Bank,
2069656462770141569,2024-08-13,Meals and Entertainment,Uber Eats,,18.97,,18.97,,Cash on Hand,,,,,Lunch for Pueblo Class,18.97,,,2024-08-14,2024-08-14,Expense,Operating Expense,
2069657091462756813,2024-08-13,Cash on Hand,Uber Eats for Pueblo,,-63.57,,,63.57,Meals and Entertainment,,,,,Lunch for Pueblo Class,-63.57,,,2024-08-14,2024-08-14,Asset,Cash and Bank,
2069657091462756813,2024-08-13,Meals and Entertainment,Uber Eats for Pueblo,,63.57,,63.57,,Cash on Hand,,,,,Lunch for Pueblo Class,63.57,,,2024-08-14,2024-08-14,Expense,Operating Expense,
2069657547970804282,2024-08-13,Cash on Hand,Walmart Snack buy,,-25.17,,,25.17,Meals and Entertainment,,,,,Snacks for first week of school,-25.17,,,2024-08-14,2024-08-14,Asset,Cash and Bank,
2069657547970804282,2024-08-13,Meals and Entertainment,Walmart Snack buy,,25.17,,25.17,,Cash on Hand,,,,,Snacks for first week of school,25.17,,,2024-08-14,2024-08-14,Expense,Operating Expense,
2070374185057745345,2024-08-14,Cash on Hand,7-11 Widefield,,-14.63,,,14.63,Meals and Entertainment,,,,,Drinks for the students for the pizza,-14.63,,,2024-08-15,2024-08-15,Asset,Cash and Bank,
2070374185057745345,2024-08-14,Meals and Entertainment,7-11 Widefield,,14.63,,14.63,,Cash on Hand,,,,,Drinks for the students for the pizza,14.63,,,2024-08-15,2024-08-15,Expense,Operating Expense,
2070374590126848470,2024-08-14,Cash on Hand,WIX.COM,,-192.00,,,192.00,Dues & Subscriptions,,,,,Wix subscription for website.,-192.00,,,2024-08-15,2024-08-15,Asset,Cash and Bank,
2070374590126848470,2024-08-14,Dues & Subscriptions,WIX.COM,,192.00,,192.00,,Cash on Hand,,,,,Wix subscription for website.,192.00,,,2024-08-15,2024-08-15,Expense,Operating Expense,
2071102641013881695,2024-08-15,Cash on Hand,Mobile White Board from Amazon,,-123.12,,,123.12,Office Supplies,,,,,Mobile White Board,-123.12,,,2024-08-16,2024-08-16,Asset,Cash and Bank,
2071102641013881695,2024-08-15,Office Supplies,Mobile White Board from Amazon,,123.12,,123.12,,Cash on Hand,,,,,Mobile White Board,123.12,,,2024-08-16,2024-08-16,Expense,Operating Expense,
2071103157341092741,2024-08-15,Cash on Hand,Loaf N Jug for Gas,,-26.68,,,26.68,Vehicle – Fuel,,,,,,-26.68,,,2024-08-16,2024-08-16,Asset,Cash and Bank,
2071103157341092741,2024-08-15,Vehicle – Fuel,Loaf N Jug for Gas,,26.68,,26.68,,Cash on Hand,,,,,,26.68,,,2024-08-16,2024-08-16,Expense,Operating Expense,
2073997841373689859,2024-08-19,Cash on Hand,Stipend for UCCS Camp,,900.00,,900.00,,Stipends,,,,,UCCS GenCyber,900.00,,,2024-08-20,2024-08-20,Asset,Cash and Bank,
2073997841373689859,2024-08-19,Stipends,Stipend for UCCS Camp,,900.00,,,900.00,Cash on Hand,,,,,UCCS GenCyber,900.00,,,2024-08-20,2024-08-20,Income,Income,
2073998554606696531,2024-08-19,Cash on Hand,Dollar General,,-12.00,,,12.00,Office Supplies,,,,,Brads and paper,-12.00,,,2024-08-20,2024-08-20,Asset,Cash and Bank,
2073998554606696531,2024-08-19,Office Supplies,Dollar General,,12.00,,12.00,,Cash on Hand,,,,,Brads and paper,12.00,,,2024-08-20,2024-08-20,Expense,Operating Expense,
2073999022019934349,2024-08-20,Cash on Hand,Valley Market ,,-6.92,,,6.92,Meals and Entertainment,,,,,Beverages for classes,-6.92,,,2024-08-20,2024-08-20,Asset,Cash and Bank,
2073999022019934349,2024-08-20,Meals and Entertainment,Valley Market ,,6.92,,6.92,,Cash on Hand,,,,,Beverages for classes,6.92,,,2024-08-20,2024-08-20,Expense,Operating Expense,
2074714997941959001,2024-08-20,Cash on Hand,Loaf N Jug in Pueblo,,-47.50,,,47.50,Vehicle – Fuel,,,,,Gas for BMW at Loaf N Jug in Pueblo,-47.50,,,2024-08-21,2024-08-21,Asset,Cash and Bank,
2074714997941959001,2024-08-20,Vehicle – Fuel,Loaf N Jug in Pueblo,,47.50,,47.50,,Cash on Hand,,,,,Gas for BMW at Loaf N Jug in Pueblo,47.50,,,2024-08-21,2024-08-21,Expense,Operating Expense,
2074715450289256953,2024-08-21,Cash on Hand,Little Caesars Pizza in Pueblo,,-46.25,,,46.25,Meals and Entertainment,,,,,Lunch for classes in Pueblo,-46.25,,,2024-08-21,2024-08-21,Asset,Cash and Bank,
2074715450289256953,2024-08-21,Meals and Entertainment,Little Caesars Pizza in Pueblo,,46.25,,46.25,,Cash on Hand,,,,,Lunch for classes in Pueblo,46.25,,,2024-08-21,2024-08-21,Expense,Operating Expense,
2075440911914990166,2024-08-21,Cash on Hand,BB Diner,,-36.60,,,36.60,Meals and Entertainment,,,,,Dinner - Colorado Springs,-36.60,,,2024-08-22,2024-08-22,Asset,Cash and Bank,
2075440911914990166,2024-08-21,Meals and Entertainment,BB Diner,,36.60,,36.60,,Cash on Hand,,,,,Dinner - Colorado Springs,36.60,,,2024-08-22,2024-08-22,Expense,Operating Expense,
2079802304344717428,2024-08-27,Cash on Hand,Pizza for Lunch,,-53.79,,,53.79,Meals and Entertainment,,,,,Pizza for class,-53.79,,,2024-08-28,2024-08-28,Asset,Cash and Bank,
2079802304344717428,2024-08-27,Meals and Entertainment,Pizza for Lunch,,53.79,,53.79,,Cash on Hand,,,,,Pizza for class,53.79,,,2024-08-28,2024-08-28,Expense,Operating Expense,
2079803135630604425,2024-08-28,Cash on Hand,Amazon-laptop battery and tool kits,,-69.89,,,69.89,"Computer – Hardware, Tools for classes",,,,,2 tool kits and a laptop battery,-69.89,,,2024-08-28,2024-08-29,Asset,Cash and Bank,
2079803135630604425,2024-08-28,Tools for classes,Amazon-laptop battery and tool kits,,10.00,,10.00,,"Cash on Hand, Computer – Hardware",,,,,2 tool kits and a laptop battery,10.00,,,2024-08-28,2024-08-29,Expense,Operating Expense,
2079803135630604425,2024-08-28,Computer – Hardware,Amazon-laptop battery and tool kits,,59.89,,59.89,,"Cash on Hand, Tools for classes",,,,,2 tool kits and a laptop battery,59.89,,,2024-08-28,2024-08-29,Expense,Operating Expense,
2080523996851436065,2024-08-28,Cash on Hand,EdReenv BOCES,,7310.85,,7310.85,,BOCES,,,,,Payment for 12 students registered plus 5 back pay for July.,7310.85,,,2024-08-29,2024-08-29,Asset,Cash and Bank,
2080523996851436065,2024-08-28,BOCES,EdReenv BOCES,,7310.85,,,7310.85,Cash on Hand,,,,,Payment for 12 students registered plus 5 back pay for July.,7310.85,,,2024-08-29,2024-08-29,Income,Income,BOC
2080525103912811109,2024-08-28,Cash on Hand,Walmart,,-31.80,,,31.80,Meals and Entertainment,,,,,Food for class in Fountain.,-31.80,,,2024-08-29,2024-08-29,Asset,Cash and Bank,
2080525103912811109,2024-08-28,Meals and Entertainment,Walmart,,31.80,,31.80,,Cash on Hand,,,,,Food for class in Fountain.,31.80,,,2024-08-29,2024-08-29,Expense,Operating Expense,
2081258511521643017,2024-08-29,Cash on Hand,Alta Convivence Store - Gas,,-64.03,,,64.03,Vehicle – Fuel,,,,,,-64.03,,,2024-08-30,2024-08-30,Asset,Cash and Bank,
2081258511521643017,2024-08-29,Vehicle – Fuel,Alta Convivence Store - Gas,,64.03,,64.03,,Cash on Hand,,,,,,64.03,,,2024-08-30,2024-08-30,Expense,Operating Expense,
2081258976024034156,2024-08-29,Cash on Hand,Laptops for 11 students,,-3008.67,,,3008.67,Computer – Hardware,,,,,,-3008.67,,,2024-08-30,2024-08-30,Asset,Cash and Bank,
2081258976024034156,2024-08-29,Computer – Hardware,Laptops for 11 students,,3008.67,,3008.67,,Cash on Hand,,,,,,3008.67,,,2024-08-30,2024-08-30,Expense,Operating Expense,
2081959683471538234,2024-08-31,Cash on Hand,Rent payment,,-1500.00,,,1500.00,Rent Expense,,,,,Rent for Walsenburg Office,-1500.00,,,2024-08-31,2024-09-03,Asset,Cash and Bank,
2081959683471538234,2024-08-31,Rent Expense,Rent payment,,1500.00,,1500.00,,Cash on Hand,,,,,Rent for Walsenburg Office,1500.00,,,2024-08-31,2024-09-03,Expense,Operating Expense,
2084148446654200685,2024-09-03,Cash on Hand,Amazon,,-44.87,,,44.87,Computer – Hardware,,,,,Filament for 3d Printer,-44.87,,,2024-09-03,2024-09-04,Asset,Cash and Bank,
2084148446654200685,2024-09-03,Computer – Hardware,Amazon,,44.87,,44.87,,Cash on Hand,,,,,Filament for 3d Printer,44.87,,,2024-09-03,2024-09-04,Expense,Operating Expense,
2084871175497939406,2024-09-03,Cash on Hand,Reimbursement for Mileage,,300.00,,300.00,,Stipends,,,,,$300.00 from UCCS For mileage from GenCyber,300.00,,,2024-09-04,2024-09-04,Asset,Cash and Bank,
2084871175497939406,2024-09-03,Stipends,Reimbursement for Mileage,,300.00,,,300.00,Cash on Hand,,,,,$300.00 from UCCS For mileage from GenCyber,300.00,,,2024-09-04,2024-09-04,Income,Income,
2084871771961523033,2024-09-03,Cash on Hand,Food for Classes,,-25.00,,,25.00,Meals and Entertainment,,,,,Pueblo kids class,-25.00,,,2024-09-04,2024-09-04,Asset,Cash and Bank,
2084871771961523033,2024-09-03,Meals and Entertainment,Food for Classes,,25.00,,25.00,,Cash on Hand,,,,,Pueblo kids class,25.00,,,2024-09-04,2024-09-04,Expense,Operating Expense,
2084872366957099170,2024-09-03,Cash on Hand,Lunch for Pueblo Class,,-43.57,,,43.57,Meals and Entertainment,,,,,,-43.57,,,2024-09-04,2024-09-04,Asset,Cash and Bank,
2084872366957099170,2024-09-03,Meals and Entertainment,Lunch for Pueblo Class,,43.57,,43.57,,Cash on Hand,,,,,,43.57,,,2024-09-04,2024-09-04,Expense,Operating Expense,
2082698456752814703,2024-09-04,Cash on Hand,Dell - Printer,,-359.49,,,359.49,Computer – Hardware,,,,,Printer for office,-359.49,,,2024-09-01,2024-09-04,Asset,Cash and Bank,
2082698456752814703,2024-09-04,Computer – Hardware,Dell - Printer,,359.49,,359.49,,Cash on Hand,,,,,Printer for office,359.49,,,2024-09-01,2024-09-04,Expense,Operating Expense,
2085595365544917105,2024-09-04,Cash on Hand,Walmart,,-28.87,,,28.87,Meals and Entertainment,,,,,Food for Falcon Class,-28.87,,,2024-09-05,2024-09-05,Asset,Cash and Bank,
2085595365544917105,2024-09-04,Meals and Entertainment,Walmart,,28.87,,28.87,,Cash on Hand,,,,,Food for Falcon Class,28.87,,,2024-09-05,2024-09-05,Expense,Operating Expense,
2086325703392983268,2024-09-05,Cash on Hand,First Choice (grocery store),,-35.18,,,35.18,Meals and Entertainment,,,,,,-35.18,,,2024-09-06,2024-09-06,Asset,Cash and Bank,
2086325703392983268,2024-09-05,Meals and Entertainment,First Choice (grocery store),,35.18,,35.18,,Cash on Hand,,,,,,35.18,,,2024-09-06,2024-09-06,Expense,Operating Expense,
2087094360612108682,2024-09-07,Cash on Hand,Quizlet,,-35.99,,,35.99,Computer – Software,,,,,Quizlet for classes,-35.99,,,2024-09-07,2024-09-07,Asset,Cash and Bank,
2087094360612108682,2024-09-07,Computer – Software,Quizlet,,35.99,,35.99,,Cash on Hand,,,,,Quizlet for classes,35.99,,,2024-09-07,2024-09-07,Expense,Operating Expense,
2088498181838043466,2024-09-08,Cash on Hand,First Choice (Pizza for Class),,-20.64,,,20.64,Meals and Entertainment,,,,,Food for Walsenburg Class,-20.64,,,2024-09-09,2024-09-09,Asset,Cash and Bank,
2088498181838043466,2024-09-08,Meals and Entertainment,First Choice (Pizza for Class),,20.64,,20.64,,Cash on Hand,,,,,Food for Walsenburg Class,20.64,,,2024-09-09,2024-09-09,Expense,Operating Expense,
2089218798933605122,2024-09-10,Cash on Hand,Verizon Wireless,,-727.74,,,727.74,Telephone – Wireless,,,,,,-727.74,,,2024-09-10,2024-09-10,Asset,Cash and Bank,
2089218798933605122,2024-09-10,Telephone – Wireless,Verizon Wireless,,727.74,,727.74,,Cash on Hand,,,,,,727.74,,,2024-09-10,2024-09-10,Expense,Operating Expense,
2089945718205806802,2024-09-10,Cash on Hand,Loaf N Jug Eagleridge Blvd,,-37.99,,,37.99,Vehicle – Fuel,,,,,,-37.99,,,2024-09-11,2024-09-11,Asset,Cash and Bank,
2089945718205806802,2024-09-10,Vehicle – Fuel,Loaf N Jug Eagleridge Blvd,,37.99,,37.99,,Cash on Hand,,,,,,37.99,,,2024-09-11,2024-09-11,Expense,Operating Expense,
2089946058338695463,2024-09-10,Cash on Hand,Lunch for Pueblo,,-45.45,,,45.45,Meals and Entertainment,,,,,,-45.45,,,2024-09-11,2024-09-11,Asset,Cash and Bank,
2089946058338695463,2024-09-10,Meals and Entertainment,Lunch for Pueblo,,45.45,,45.45,,Cash on Hand,,,,,,45.45,,,2024-09-11,2024-09-11,Expense,Operating Expense,
2090672779203542008,2024-09-11,Cash on Hand,Parking - Metropolis Parking,,-17.99,,,17.99,Parking Fees,,,,,Parking Fee for Confrence that we took students too,-17.99,,,2024-09-12,2024-09-12,Asset,Cash and Bank,
2090672779203542008,2024-09-11,Parking Fees,Parking - Metropolis Parking,,17.99,,17.99,,Cash on Hand,,,,,Parking Fee for Confrence that we took students too,17.99,,,2024-09-12,2024-09-12,Expense,Operating Expense,
2090673999116859522,2024-09-11,Cash on Hand,2909 Galley Road Colorado Springs,,-30.54,,,30.54,Meals and Entertainment,,,,,,-30.54,,,2024-09-12,2024-09-12,Asset,Cash and Bank,
2090673999116859522,2024-09-11,Meals and Entertainment,2909 Galley Road Colorado Springs,,30.54,,30.54,,Cash on Hand,,,,,,30.54,,,2024-09-12,2024-09-12,Expense,Operating Expense,
2090672427326602215,2024-09-12,Cash on Hand,Carl's Jr,,-27.74,,,27.74,Meals and Entertainment,,,,,Meals for students,-27.74,,,2024-09-12,2024-09-13,Asset,Cash and Bank,
2090672427326602215,2024-09-12,Meals and Entertainment,Carl's Jr,,27.74,,27.74,,Cash on Hand,,,,,Meals for students,27.74,,,2024-09-12,2024-09-13,Expense,Operating Expense,
2091396827541764603,2024-09-12,Cash on Hand,Loaf N Jug - Pueblo,,-67.00,,,67.00,Vehicle – Fuel,,,,,,-67.00,,,2024-09-13,2024-09-13,Asset,Cash and Bank,
2091396827541764603,2024-09-12,Vehicle – Fuel,Loaf N Jug - Pueblo,,67.00,,67.00,,Cash on Hand,,,,,,67.00,,,2024-09-13,2024-09-13,Expense,Operating Expense,
2092152333487143035,2024-09-13,Cash on Hand,New Horizon's Thrift Store,,-17.00,,,17.00,Computer – Hardware,,,,,"Keyboards, mice, cords, etc for building computers",-17.00,,,2024-09-14,2024-09-14,Asset,Cash and Bank,
2092152333487143035,2024-09-13,Computer – Hardware,New Horizon's Thrift Store,,17.00,,17.00,,Cash on Hand,,,,,"Keyboards, mice, cords, etc for building computers",17.00,,,2024-09-14,2024-09-14,Expense,Operating Expense,
2092152838875609355,2024-09-13,Cash on Hand,Food for the classes,,-19.35,,,19.35,Meals and Entertainment,,,,,,-19.35,,,2024-09-14,2024-09-14,Asset,Cash and Bank,
2092152838875609355,2024-09-13,Meals and Entertainment,Food for the classes,,19.35,,19.35,,Cash on Hand,,,,,,19.35,,,2024-09-14,2024-09-14,Expense,Operating Expense,
2093566538299832760,2024-09-15,Cash on Hand,Sam's Club,,-57.26,,,57.26,Meals and Entertainment,,,,,Snacks and drinks for classes,-57.26,,,2024-09-16,2024-09-16,Asset,Cash and Bank,
2093566538299832760,2024-09-15,Meals and Entertainment,Sam's Club,,57.26,,57.26,,Cash on Hand,,,,,Snacks and drinks for classes,57.26,,,2024-09-16,2024-09-16,Expense,Operating Expense,
2093566997500623336,2024-09-15,Cash on Hand,First Choice,,-49.65,,,49.65,Meals and Entertainment,,,,,Frozen Pizza and water for classes,-49.65,,,2024-09-16,2024-09-16,Asset,Cash and Bank,
2093566997500623336,2024-09-15,Meals and Entertainment,First Choice,,49.65,,49.65,,Cash on Hand,,,,,Frozen Pizza and water for classes,49.65,,,2024-09-16,2024-09-16,Expense,Operating Expense,
2093566166541891989,2024-09-16,Cash on Hand,Loaf N Jug Walsenburg,,-38.65,,,38.65,Vehicle – Fuel,,,,,,-38.65,,,2024-09-16,2024-09-16,Asset,Cash and Bank,
2093566166541891989,2024-09-16,Vehicle – Fuel,Loaf N Jug Walsenburg,,38.65,,38.65,,Cash on Hand,,,,,,38.65,,,2024-09-16,2024-09-16,Expense,Operating Expense,
2094295494175062039,2024-09-17,Cash on Hand,Walsenburg Utilities,,-135.11,,,135.11,Utilities,,,,,"Water, Sewer, Gas at 521 Main Street",-135.11,,,2024-09-17,2024-09-17,Asset,Cash and Bank,
2094295494175062039,2024-09-17,Utilities,Walsenburg Utilities,,135.11,,135.11,,Cash on Hand,,,,,"Water, Sewer, Gas at 521 Main Street",135.11,,,2024-09-17,2024-09-17,Expense,Operating Expense,
